Indian Port,Cush,BE_NO,BE_DATE,CTH,ITEM,QTY,UQC,UNIT_VALUE_INR,InvoiceUnitPriceFC,Invoice_Currency,TOTAL_VALUE,UPI,Total_Duty_Paid,IEC,IMPORTER,ADDRESS,CITY,Supp_Name,Supp_Address,CHA_NAME,Port_Of_Shipment,COUNTRY,source_file,yyyymm,GRADE_SPEC,outlier_reason_item,outlier_reason_text,outlier_reason_qty,outlier_reason_price,outlier_reason_usp,unit_price
Hyderabad,Inhyd4,4288958,2025-09-04,29419090,Azithromycin Dihydrate [1G X 1Ea] A2076-1G Azithromycin Dihydrate [1G X 1Ea] A2076-1G,1.0,NOS,976.89,10.99,Usd,976.89,,271.0,Aagct6788F,Tokyo Chemical Industry India Pvt Ltd,"Suite No.Cs-10,Building 450,Genome, Valley,Shameerpet Mandal,Turkapall",,Tokyo Chemical Industry Co Ltd,"8F T-Plus, 16-12 Nihonbashi-Kodemma Cho, Chuo-Ku Tokyo 103-0001, Japan",29,Tokyo - Narita,CHINA,data\raw\azithromycin_202603.xlsx,202509,USP,,USP grade unvalidated: 'Tokyo Chemical Industry Co Ltd / Tokyo Chemical Industry India Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Tokyo Chemical Industry Co Ltd / Tokyo Chemical Industry India Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,603.01,KG,12096.0,140.0,Usd,7293960.5,,2022979.88,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,9247369,2025-04-02,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),2875.0,KG,10786.3,123.5,Usd,31010624.0,,6275000.0,0388114533,Mehta Api Pvt Ltd,315 318 Janki Centre Pl No 29 Shah Indl Est Off Veera D Rd Andheri W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village Z Hongxinhe Town Qiezihe District Q China,29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202504,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2598806,2025-06-11,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5000.0,KG,10718.14,123.5,Usd,53590720.0,,14863386.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Industrial Zone, Xinli Village, Zhongxinhe Town, Qiezihe District China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202506,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,9781342,2025-04-29,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5000.0,KG,10674.92,125.0,Usd,53374584.0,,10800347.0,0388114533,Mehta Api Pvt Ltd,315 318 Janki Centre Pl No 29 Shah Indl Est Off Veera D Rd Andheri W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co,Jianghe Integration Green Intellige Industrial Zone Xinli Village Zhongxinhe Town Qiezihe District China,29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202504,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2723142,2025-06-18,29419090,Azithromycin Amine Azithromycin Amine,4250.0,KG,10717.65,123.5,Usd,45550016.0,,12633297.0,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing,,Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Hong Kong Osiris International Co Ltd,"Room 1003, 10/F Tower 1, Lippo Cent Re 89 Queensway Admiralty H.K. Hong Kong, , China China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202506,USP,,USP grade unvalidated: 'Hong Kong Osiris International Co Ltd / Anuh Pharma Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Hong Kong Osiris International Co Ltd / Anuh Pharma Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2598802,2025-06-11,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),3250.0,KG,10718.14,123.5,Usd,34833968.0,,9661201.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Industrial Zone, Xinli Village, Zhongxinhe Town, Qiezihe District China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202506,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,12.75,KG,12096.0,140.0,Usd,154224.0,,31207.3,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,
Bangalore,Inblr4,573,2025-10-15,29419090,Phr1088-1G Azithromycin [For Further Sale] Phr1088-1G Azithromycin [For Further Sale],4.0,NOS,7577.55,7401.84,Inr,29607.36,,8406.5,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,"Sigma Aldrich International Gmbhindustriestrasse 25,Ch-9470 Buchs Sdnf Sdnf Switzerlandswitzerland",29,Milwaukee,CHINA,data\raw\azithromycin_202603.xlsx,202510,USP,,USP grade unvalidated: 'Sigma Aldrich International Gmbh / Sigma Aldrich Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Sigma Aldrich International Gmbh / Sigma Aldrich Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2598802,2025-06-11,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),1750.0,KG,10718.14,123.5,Usd,18756752.0,,3654753.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Industrial Zone, Xinli Village, Zhongxinhe Town, Qiezihe District China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202506,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2509585,2025-06-06,29415000,Azithromycin Amine Azithromycin Amine,1000.0,KG,10264.26,116.0,Usd,10264260.0,,1999991.12,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Zhejiang Ueasy Business Service Co Ltd,"Room 302 No.22 Changcheng Street Go Ngshu District Hangzhou China Hangz Hou, , China China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202506,USP,,USP grade unvalidated: 'Zhejiang Ueasy Business Service Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Zhejiang Ueasy Business Service Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2621661,2025-06-12,29419090,Azithromycin Usp (Azithromycin Dihydrate Usp) Azithromycinusp (Azithromycin Dihydrate Usp),801.76,KG,11867.4,136.8,Usd,9514807.0,,0.0,5206012513,Globela Pharma Pvt Ltd,"357, G.I.D.C. Sachin,Road No.3,",Surat/Gujarat,Hangzhou Dawn Ray Pharmaceutical Co Ltd,"1613 Guangyin Building, No.42 E.Fen Gqi Road, Hangzhou, 310012, China Sdnf China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202506,USP,,USP grade unvalidated: 'Hangzhou Dawn Ray Pharmaceutical Co Ltd / Globela Pharma Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Hangzhou Dawn Ray Pharmaceutical Co Ltd / Globela Pharma Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,46.34,KG,12096.0,140.0,Usd,560540.75,,113425.5,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,9311720,2025-04-05,29419090,Azithromycin Dihydrate Azithromycin Dihydrate,2500.0,KG,11604.4,134.0,Usd,29011000.0,,0.0,2214005889,Pinnacle Life Science Pvt Ltd,Village Manpura Tehsil Baddi,,Ningxia Taiyicin Biotech Co Ltd,Pacific Road No.1 Nuanquan Economic Zone Helan County Yinchuan Ningxia China . China China,29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202504,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Pinnacle Life Science Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Pinnacle Life Science Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2025-12-01,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5375.0,KG,11011.18,123.0,Usd,59185112.0,,16414991.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202512,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2621661,2025-06-12,29419090,Azithromycin Usp (Azithromycin Dihydrate Usp) Azithromycin Usp (Azithromycin Dihydrate Usp),198.24,KG,11867.4,136.8,Usd,2352593.5,,0.0,5206012513,Globela Pharma Pvt Ltd,"357, G.I.D.C. Sachin,Road No.3,",Surat/Gujarat,Hangzhou Dawn Ray Pharmaceutical Co Ltd,"1613 Guangyin Building, No.42 E.Fen Gqi Road, Hangzhou, 310012, China Sdnf China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202506,USP,,USP grade unvalidated: 'Hangzhou Dawn Ray Pharmaceutical Co Ltd / Globela Pharma Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Hangzhou Dawn Ray Pharmaceutical Co Ltd / Globela Pharma Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Bombay Air Cargo,Inbom4,0,2026-02-13,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5250.0,KG,11306.1,121.0,Usd,59357044.0,,16462677.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Hongkong Osiris International Co Ltd,"Hongkong Osiris International Company Limitedroom 1003 10/F Tower 1 Lippo Centre 89 Queensway Admiralty Hk Pudong/S Hanghai, , China Chinachina",29,Chongqing,CHINA,data\raw\azithromycin_202603.xlsx,202602,USP,,USP grade unvalidated: 'Hongkong Osiris International Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Hongkong Osiris International Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Bombay Air Cargo,Inbom4,0,2026-02-25,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5175.0,KG,11375.04,121.0,Usd,58865812.0,,16326433.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Hongkong Osiris International Co Ltd,"Hongkong Osiris International Company Limitedroom 1003 10/F Tower 1 Lippo Centre 89 Queensway Admiralty Hk Pudong/S Hanghai, , China Chinachina",29,Chongqing,CHINA,data\raw\azithromycin_202603.xlsx,202602,USP,,USP grade unvalidated: 'Hongkong Osiris International Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Hongkong Osiris International Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Bombay Air Cargo,Inbom4,0,2026-02-17,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),4200.0,KG,11306.65,121.0,Usd,47487936.0,,13170779.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Hongkong Osiris International Co Ltd,"Hongkong Osiris International Company Limitedroom 1003 10/F Tower 1 Lippo Centre 89 Queensway Admiralty Hk Pudong/S Hanghai, , China Chinachina",29,Chongqing,CHINA,data\raw\azithromycin_202603.xlsx,202602,USP,,USP grade unvalidated: 'Hongkong Osiris International Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Hongkong Osiris International Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2026-02-16,29419090,Azithromycin Amine Azithromycin Amine,3800.0,KG,11423.11,125.0,Usd,43407824.0,,12039160.0,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Hong Kong Xinsheng Medical Technology Co Ltd,"Hong Kong Xinsheng Medical Technology Co., Limitedroom 804, 8Th Floor , Far East Cons Ortium Building , 121 Des Voeux Roa D Central, Hong Kong Hong Kong, , H Hong Konghong Kong",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202602,USP,,USP grade unvalidated: 'Hong Kong Xinsheng Medical Technology Co Ltd / Anuh Pharma Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Hong Kong Xinsheng Medical Technology Co Ltd / Anuh Pharma Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2110185,2025-05-17,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),4450.0,KG,10674.43,123.5,Usd,47501228.0,,13174465.0,0388114533,Mehta Api Pvt Ltd,315-318 Janki Centre Pl No.29 Shah Indl Est. Off Veera D. Rd Andheri-W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,1.2,KG,12096.0,140.0,Usd,14539.39,,2942.0,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2026-02-16,29419090,Azithromycin Amine Azithromycin Amine,1200.0,KG,11423.11,125.0,Usd,13707734.0,,0.0,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Hong Kong Xinsheng Medical Technology Co Ltd,"Hong Kong Xinsheng Medical Technology Co., Limitedroom 804, 8Th Floor , Far East Cons Ortium Building , 121 Des Voeux Roa D Central, Hong Kong Hong Kong, , H Hong Konghong Kong",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202602,USP,,USP grade unvalidated: 'Hong Kong Xinsheng Medical Technology Co Ltd / Anuh Pharma Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Hong Kong Xinsheng Medical Technology Co Ltd / Anuh Pharma Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,3464864,2025-07-24,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),3650.0,KG,10674.43,124.7,Usd,38961660.0,,10806017.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,3556499,2025-07-29,29419090,Azithromycin I.P. Azithromycin I.P.,2000.0,KG,11902.29,139.05,Usd,23804574.0,,6602198.5,0303042826,Gorang International,"48, Chandra Gupta Estate,,New Link Road, Andheri (West)","Mumbai, Maharashtra.",Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited.Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Brilliant Pharmaceutical Ltd / Gorang International' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Brilliant Pharmaceutical Ltd / Gorang International' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,3587031,2025-07-30,29419090,Azithromycin Amine Azithromycin Amine,5000.0,KG,10681.8,124.79,Usd,53409016.0,,14812991.0,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing,,Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Hongkong Osiris International Co Ltd,"Hongkong Osiris International Company Limitedroom 1003, 10/F Tower 1, Lippo Cent Re 89 Queensway Admiralty H.K. Hong Kong, , China China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Hongkong Osiris International Co Ltd / Anuh Pharma Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Hongkong Osiris International Co Ltd / Anuh Pharma Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,3542044,2025-07-28,29419090,Azithromycin Amine Azithromycin Amine,1000.0,KG,10693.84,124.93,Usd,10693845.0,,0.0,0391129988,Unimax Chemicals Pvt Ltd,"E-116, M.I.D.C., Tarapur,Boisar, Dist. Thane,",,Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co., Ltdpacific Road No.1 Nuanquan Economic Zone,Helan Country, Yinchuanningxi A, China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Unimax Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Unimax Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,3453229,2025-07-24,29419090,Azithromycin Amine. Azithromycin Amine.,3150.0,KG,10713.6,125.16,Usd,33747840.0,,9359963.0,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown,Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited.Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Brilliant Pharmaceutical Ltd / Envee Drugs Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Brilliant Pharmaceutical Ltd / Envee Drugs Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,3207017,2025-07-11,29419090,Azithromycin Amine. Azithromycin Amine.,3000.0,KG,10757.0,125.67,Usd,32271000.0,,8950362.0,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown,Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited.Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Brilliant Pharmaceutical Ltd / Envee Drugs Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Brilliant Pharmaceutical Ltd / Envee Drugs Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,259.02,KG,12096.0,140.0,Usd,3133106.0,,633984.0,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,10.66,KG,12096.0,140.0,Usd,128894.98,,26081.9,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,
Bombay Air Cargo,Inbom4,0,2025-12-01,29415000,Azithromycin Amine Azithromycin Amine,50.0,KG,10561.0,118.0,Usd,528050.0,,146454.7,Aahcv3542J,Vincit Labs Pvt Ltd,"1C,1St Floor,Big Jos Tower, A-8 Netaji Subhash Place, Pitampura Contact No: 919015782517",New Delhi,Hangzhou Dawn Ray Pharmaceutical Co Ltd,"Hangzhou Dawn Ray Pharmaceutical Co Ltd1613,Guangyin Building No 42 E Feng Qi Road Hangzhou Hangzhou - 310012, , China Chinachina",29,Hong Kong,CHINA,data\raw\azithromycin_202603.xlsx,202512,USP,,USP grade unvalidated: 'Hangzhou Dawn Ray Pharmaceutical Co Ltd / Vincit Labs Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Hangzhou Dawn Ray Pharmaceutical Co Ltd / Vincit Labs Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Chennai,Inmaa4,0,2026-01-23,29419090,Azithromycin Dihydrate [1G X 2Ea] Azithromycin Dihydrate [1G X 2Ea],2.0,NOS,779.0,8.45,Usd,1558.62,,432.3,Aagct6788F,Tokyo Chemical Industry India Pvt Ltd,"Suite No.Cs-10,Building 450,Genome ,Valley,Shameerpet Mandal,Turkapall","Hyderabad,Telangana",Tokyo Chemical Industry Co Ltd,"Tokyo Chemical Industry Co.,Ltd8F T-Plus,16-12, Nihonbashi-Kodemma Cho,Chuo-Ku Tokyo 103-0001 Sdnf Japanjapan",29,Osaka - Kansai Int'L,CHINA,data\raw\azithromycin_202603.xlsx,202601,USP,,USP grade unvalidated: 'Tokyo Chemical Industry Co Ltd / Tokyo Chemical Industry India Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Tokyo Chemical Industry Co Ltd / Tokyo Chemical Industry India Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
